Location,Total Land Area (acres),Number of Cows,Farm Size,Date,Product ID,Product Name,Brand,Quantity (liters/kg),Price per Unit,Total Value,Shelf Life (days),Storage Condition,Production Date,Expiration Date,Quantity Sold (liters/kg),Price per Unit (sold),Approx. Total Revenue(INR),Customer Location,Sales Channel,Quantity in Stock (liters/kg),Minimum Stock Threshold (liters/kg),Reorder Quantity (liters/kg)
Karnataka,484.56,474,Medium,2022-08-09,16,Buttermilk,Palle2patnam,634.88,69.06,78398.92,211,Polythene Packet,2023-07-26,2024-04-16,824,103.5,124044.86,Kerala,Wholesale,408,77.5,83.89
Uttar Pradesh,539.81,53,Medium,2021-03-13,18,Butter,Sudha,841.24,109.25,66487.2,275,Frozen,2021-01-27,2025-09-06,601,76.35,44553.22,Haryana,Wholesale,499,56.16,135.54
Uttar Pradesh,557.79,452,Medium,2020-05-26,47,Buttermilk,Passion Cheese,293.96,48.55,47650.43,212,Ambient,2019-12-04,2024-07-27,895,124.81,190304.24,Karnataka,Retail,691,45.35,61.16
Gujarat,773.54,382,Small,2019-12-12,41,Lassi,Dodla Dairy,214.43,156.26,44912.34,322,Refrigerated,2021-06-04,2024-07-28,40,113.06,190029.06,Telangana,Wholesale,973,48.54,60.59
Maharashtra,847.02,438,Small,2021-11-23,31,Buttermilk,Amul,515.09,149.93,85038.3,198,Frozen,2021-12-23,2024-08-08,711,15.8,97505.57,Uttar Pradesh,Online,502,86.02,3.42
Haryana,569.87,234,Medium,2022-05-14,36,Cheese,Warana,566.54,120.05,45627.84,345,Tetra Pack,2020-03-30,2025-10-01,655,162.53,69003.97,Tamil Nadu,Retail,1067,8.43,109.7
Bihar,698.6,80,Small,2019-07-23,15,Buttermilk,Dynamix Dairies,446.16,60.42,37006.03,69,Frozen,2023-03-09,2024-11-17,496,38.65,155318.08,Jharkhand,Retail,1367,37.84,28.87
Maharashtra,78.88,447,Medium,2023-02-10,47,Cheese,Amul,647.37,88.03,13475.52,317,Tetra Pack,2021-09-10,2025-11-14,33,22.95,101561.55,Kerala,Wholesale,813,9.86,115.37
West Bengal,102.11,330,Small,2021-07-02,3,Buttermilk,Dynamix Dairies,184.48,162.74,99508.61,223,Ambient,2019-10-15,2024-02-01,543,119.35,2312.37,Madhya Pradesh,Wholesale,887,93.18,62.1
Kerala,547.34,177,Medium,2023-10-09,38,Butter,Raj,469.84,32.03,45304.72,295,Tetra Pack,2022-08-14,2025-12-23,79,132.82,6711.99,Tamil Nadu,Retail,328,49.6,94.41
Jharkhand,899.86,449,Medium,2019-02-11,11,Curd,Passion Cheese,813.22,139.72,37207.95,137,Polythene Packet,2023-06-21,2024-07-06,72,26.03,105461.73,Bihar,Retail,905,58.34,183.7
Jharkhand,332.96,388,Large,2022-12-17,13,Ice Cream,Britannia Industries,209.12,156.5,37672.5,332,Ambient,2022-03-19,2024-10-26,108,73.96,11618.51,Kerala,Wholesale,201,82.7,110.87
Madhya Pradesh,725.65,94,Small,2021-01-13,13,Yogurt,Sudha,664.22,183.49,81622.55,89,Polythene Packet,2020-03-05,2025-12-03,215,113.85,104783.85,Bihar,Online,336,85.23,18.88
Gujarat,210.82,474,Medium,2022-11-27,30,Butter,Sudha,768.93,53.9,13591.07,33,Tetra Pack,2020-10-13,2025-02-14,208,116.29,176464.37,West Bengal,Online,761,63.02,144.28
Jharkhand,916.62,281,Medium,2023-04-12,6,Paneer,Britannia Industries,67.0,97.13,10023.69,79,Refrigerated,2023-03-02,2025-02-07,362,104.86,37445.91,Chandigarh,Retail,165,92.98,90.96
Maharashtra,642.18,85,Small,2020-06-28,47,Curd,Dynamix Dairies,375.17,174.39,70871.53,107,Polythene Packet,2022-05-17,2024-07-12,979,107.54,159456.06,Gujarat,Online,688,82.26,95.93
Jharkhand,658.79,330,Large,2021-09-24,22,Paneer,Britannia Industries,493.12,78.14,43718.89,190,Polythene Packet,2023-09-20,2024-12-09,561,91.29,80778.85,Madhya Pradesh,Online,1454,29.26,126.16
Uttar Pradesh,56.38,60,Large,2020-10-05,4,Buttermilk,Dodla Dairy,560.7,33.77,95964.74,333,Refrigerated,2022-05-11,2025-10-23,818,114.71,34408.25,Haryana,Retail,376,87.89,128.58
Madhya Pradesh,399.68,248,Medium,2019-08-28,1,Butter,Sudha,709.15,107.14,29500.36,32,Ambient,2020-02-21,2024-05-08,67,16.86,111823.71,Gujarat,Online,967,78.51,182.98
Kerala,533.3,45,Small,2019-07-13,12,Milk,Mother Dairy,785.54,136.76,65648.45,266,Polythene Packet,2023-12-23,2025-08-25,2,163.17,14901.02,West Bengal,Retail,298,61.71,51.75
Karnataka,643.24,122,Medium,2020-12-10,30,Cheese,Raj,621.39,119.43,61385.13,221,Refrigerated,2023-06-28,2024-08-12,162,144.27,159028.45,West Bengal,Wholesale,1462,2.75,108.81
Chandigarh,323.01,368,Large,2019-11-17,10,Curd,Passion Cheese,568.58,55.36,73683.26,18,Frozen,2021-06-21,2025-08-01,213,149.9,126151.69,Uttar Pradesh,Retail,142,14.42,167.38
Madhya Pradesh,200.15,190,Large,2021-05-17,26,Curd,Mother Dairy,192.97,81.98,8636.67,139,Ambient,2020-08-07,2024-06-17,713,99.91,188249.99,Karnataka,Online,825,30.9,152.08
Rajasthan,501.09,168,Medium,2019-06-13,17,Ice Cream,Sudha,858.32,55.75,5294.14,188,Polythene Packet,2023-04-23,2025-07-09,182,62.47,160104.01,Gujarat,Wholesale,1326,24.11,170.3
Telangana,459.09,402,Medium,2022-01-24,48,Cheese,Amul,484.27,144.68,1924.33,85,Polythene Packet,2022-04-21,2025-04-09,118,132.72,5475.8,Rajasthan,Retail,932,30.33,149.22
Maharashtra,324.94,323,Medium,2021-06-05,49,Milk,Passion Cheese,647.22,40.32,81397.31,164,Ambient,2019-12-18,2025-12-21,398,165.18,166922.34,Gujarat,Wholesale,292,84.74,32.13
Gujarat,484.06,186,Large,2019-12-22,48,Ice Cream,Warana,232.48,169.67,86670.93,329,Frozen,2022-04-22,2025-11-12,243,26.16,35126.65,West Bengal,Online,927,7.8,117.36
Gujarat,442.08,424,Medium,2022-11-25,45,Ghee,Britannia Industries,800.32,186.28,99323.77,207,Ambient,2023-09-06,2024-06-05,412,54.88,167773.64,Telangana,Online,587,55.35,132.27
Maharashtra,926.01,129,Medium,2021-11-06,22,Lassi,Amul,144.94,107.45,44053.96,185,Polythene Packet,2023-10-28,2024-05-27,711,110.15,52840.69,Chandigarh,Wholesale,928,94.4,55.2
Madhya Pradesh,350.21,45,Large,2019-02-01,35,Curd,Raj,738.3,106.84,89001.55,88,Frozen,2019-05-08,2025-03-16,240,175.39,137154.6,Madhya Pradesh,Online,738,90.0,187.26
Kerala,46.84,326,Large,2022-11-19,39,Cheese,Palle2patnam,902.65,39.7,85589.59,198,Refrigerated,2023-06-15,2024-06-21,843,179.72,175381.59,West Bengal,Wholesale,860,24.63,108.2
Telangana,932.19,474,Medium,2023-03-03,10,Lassi,Raj,480.54,140.32,63089.82,271,Polythene Packet,2023-10-25,2024-07-16,679,61.33,125704.07,Bihar,Online,1491,55.69,173.19
Karnataka,263.28,98,Small,2023-05-03,32,Ghee,Raj,410.23,161.25,23187.96,54,Polythene Packet,2019-04-26,2025-05-22,771,157.29,125320.8,Delhi,Online,1123,91.09,77.01
Uttar Pradesh,918.45,274,Small,2022-07-26,4,Paneer,Dynamix Dairies,416.67,176.36,55297.89,21,Refrigerated,2023-09-27,2024-11-20,237,175.86,66638.38,Chandigarh,Retail,1211,88.82,197.76
Madhya Pradesh,119.22,124,Medium,2022-02-18,27,Butter,Warana,534.11,165.7,43381.43,311,Tetra Pack,2022-12-14,2024-03-13,338,47.53,196931.11,Karnataka,Online,376,1.58,130.13
Chandigarh,701.47,398,Small,2022-11-25,10,Curd,Dynamix Dairies,250.53,97.93,21086.09,49,Refrigerated,2021-06-04,2025-11-19,481,175.93,90284.01,Gujarat,Online,1095,88.46,162.9
Rajasthan,348.96,287,Medium,2019-06-29,41,Lassi,Palle2patnam,789.77,161.81,36192.23,334,Ambient,2019-05-04,2025-11-14,537,26.84,180093.34,Tamil Nadu,Retail,1456,53.13,25.57
Tamil Nadu,77.11,356,Small,2022-09-14,34,Milk,Sudha,201.78,81.39,95070.3,355,Polythene Packet,2019-11-02,2024-02-09,351,76.59,81955.49,Maharashtra,Online,657,35.01,38.74
Maharashtra,333.5,137,Small,2022-09-26,9,Yogurt,Britannia Industries,467.25,195.35,46082.26,147,Tetra Pack,2022-10-15,2025-04-09,917,164.87,67215.37,Uttar Pradesh,Wholesale,540,70.73,104.71
Karnataka,451.08,360,Small,2019-05-17,9,Buttermilk,Britannia Industries,177.7,84.08,76242.37,246,Refrigerated,2022-06-25,2025-10-30,672,57.85,164168.21,Jharkhand,Online,114,91.72,138.85
Bihar,426.65,78,Large,2023-09-12,34,Milk,Amul,899.88,192.14,72406.52,40,Frozen,2021-09-07,2025-06-13,533,122.27,127235.13,Karnataka,Online,585,72.47,146.12
Karnataka,112.83,410,Medium,2021-01-18,35,Ice Cream,Mother Dairy,71.3,56.05,57893.4,83,Tetra Pack,2023-08-21,2024-12-17,795,117.86,173549.83,Gujarat,Retail,101,66.4,180.99
Maharashtra,611.49,63,Small,2023-12-12,46,Curd,Dodla Dairy,196.69,77.81,90200.84,170,Frozen,2022-08-15,2025-09-04,609,55.46,13284.98,Kerala,Retail,7,13.69,103.88
Jharkhand,799.2,25,Medium,2020-08-14,27,Paneer,Palle2patnam,108.12,186.14,27645.96,101,Frozen,2021-09-09,2025-10-23,533,60.7,153517.21,Karnataka,Wholesale,622,56.23,70.33
Haryana,543.72,140,Small,2022-11-11,31,Buttermilk,Sudha,705.3,100.2,93405.15,169,Polythene Packet,2021-07-19,2025-12-02,632,60.14,131521.32,Delhi,Retail,231,70.07,135.77
Bihar,84.53,346,Small,2022-11-02,26,Lassi,Palle2patnam,288.15,86.61,67782.32,319,Tetra Pack,2019-12-10,2025-11-04,834,67.61,158748.66,Bihar,Online,458,82.41,43.82
Uttar Pradesh,405.94,12,Large,2019-04-26,47,Milk,Dynamix Dairies,907.49,82.07,70216.22,208,Ambient,2019-12-31,2024-10-06,624,47.52,63324.83,Bihar,Wholesale,68,22.24,181.88
Karnataka,211.28,54,Large,2023-01-20,28,Lassi,Sudha,290.28,164.4,15336.94,190,Frozen,2020-09-28,2025-11-27,586,76.77,61778.88,Rajasthan,Wholesale,112,42.57,180.87
Haryana,837.07,276,Large,2022-09-21,43,Curd,Amul,882.16,196.7,61422.94,116,Tetra Pack,2023-05-19,2025-08-16,666,157.04,109890.64,Haryana,Online,492,17.84,178.93
Chandigarh,198.55,469,Large,2023-09-07,45,Cheese,Raj,752.45,71.76,38961.16,236,Refrigerated,2020-03-12,2025-07-22,677,138.82,109552.89,Kerala,Online,712,76.65,108.0
Rajasthan,794.74,468,Large,2021-09-11,39,Butter,Parag Milk Foods,932.11,65.54,65826.71,325,Tetra Pack,2023-05-24,2025-02-15,830,59.64,133003.35,Haryana,Wholesale,1025,12.9,154.55
Haryana,327.68,496,Medium,2021-04-02,20,Lassi,Raj,407.43,156.44,33942.21,233,Refrigerated,2023-09-21,2024-07-21,716,171.06,107803.91,Madhya Pradesh,Retail,548,43.11,181.01
Chandigarh,982.09,166,Small,2019-03-30,6,Curd,Passion Cheese,65.93,29.09,71093.77,194,Frozen,2023-07-18,2024-06-05,599,49.17,171841.02,Tamil Nadu,Wholesale,1396,95.56,193.35
Haryana,565.32,389,Large,2020-01-11,39,Cheese,Warana,217.21,90.32,30696.3,86,Polythene Packet,2019-06-16,2024-01-07,743,139.2,185036.86,Chandigarh,Retail,706,46.81,122.8
West Bengal,93.01,25,Large,2021-09-15,29,Curd,Palle2patnam,763.04,181.37,27081.63,12,Ambient,2020-10-11,2024-11-21,836,75.22,148927.18,Madhya Pradesh,Wholesale,849,74.1,67.45
Jharkhand,955.04,369,Large,2021-03-29,35,Yogurt,Parag Milk Foods,590.18,125.24,95787.63,358,Polythene Packet,2019-11-15,2024-05-22,842,137.66,143698.55,Madhya Pradesh,Online,1138,70.81,187.85
Karnataka,16.94,323,Small,2021-12-18,27,Butter,Passion Cheese,784.21,103.83,32380.42,64,Refrigerated,2023-05-01,2025-12-14,152,179.29,101665.03,Rajasthan,Wholesale,458,92.07,119.69
Chandigarh,68.31,77,Small,2021-06-13,33,Buttermilk,Dodla Dairy,480.21,96.56,33689.97,65,Ambient,2022-03-12,2025-12-02,268,88.01,121365.45,Bihar,Retail,384,99.35,115.4
Chandigarh,89.36,87,Large,2022-10-25,28,Cheese,Warana,414.3,81.71,26666.82,118,Frozen,2020-02-24,2025-07-03,392,156.53,69818.2,Madhya Pradesh,Online,783,71.55,58.43
Rajasthan,64.94,178,Large,2019-10-10,41,Cheese,Dodla Dairy,228.31,69.29,1615.17,131,Polythene Packet,2019-05-03,2025-09-23,207,132.39,58954.41,Kerala,Retail,692,74.32,2.77
Rajasthan,338.39,289,Large,2022-06-13,9,Buttermilk,Dynamix Dairies,729.8,138.99,83332.48,320,Ambient,2023-12-09,2025-09-15,193,138.41,177203.05,Haryana,Wholesale,338,46.78,68.41
Karnataka,925.01,378,Small,2023-01-19,28,Curd,Passion Cheese,867.45,106.14,22411.98,211,Refrigerated,2020-01-05,2024-12-13,789,130.69,108896.93,Delhi,Retail,1002,67.88,5.34
Kerala,180.5,429,Small,2019-09-25,21,Ghee,Dodla Dairy,621.13,148.11,51398.14,194,Frozen,2020-10-26,2024-02-25,24,113.37,131421.49,West Bengal,Online,1220,60.55,143.02
Madhya Pradesh,944.92,370,Small,2022-07-31,48,Milk,Parag Milk Foods,93.44,136.97,61662.47,16,Polythene Packet,2023-04-23,2024-05-29,576,158.84,51623.9,Rajasthan,Online,999,32.65,152.75
Telangana,550.98,412,Large,2021-07-16,1,Paneer,Palle2patnam,670.8,165.72,87559.52,139,Polythene Packet,2023-03-30,2025-12-17,755,89.5,143796.67,Kerala,Wholesale,334,24.87,13.89
Madhya Pradesh,528.27,249,Medium,2019-06-10,43,Milk,Parag Milk Foods,88.07,61.15,54158.86,119,Frozen,2020-06-26,2024-10-20,407,59.91,169598.44,Telangana,Online,491,17.92,110.62
West Bengal,578.46,130,Small,2019-03-25,14,Milk,Mother Dairy,293.7,92.8,39401.89,338,Frozen,2021-05-23,2024-07-07,910,145.74,84174.45,West Bengal,Wholesale,712,60.2,39.78
Bihar,474.32,257,Small,2022-11-25,12,Buttermilk,Amul,857.84,145.47,98173.81,96,Polythene Packet,2023-07-16,2024-06-05,355,25.8,152042.49,Kerala,Online,496,49.87,130.44
Gujarat,305.61,275,Large,2021-08-12,2,Cheese,Britannia Industries,744.18,41.67,29146.04,180,Tetra Pack,2019-10-19,2025-02-06,43,66.16,182696.94,Delhi,Online,156,71.13,130.82
Telangana,662.0,95,Large,2023-02-12,23,Ghee,Sudha,551.68,99.94,56275.6,307,Tetra Pack,2023-02-14,2024-10-16,919,112.83,57340.31,Madhya Pradesh,Retail,367,71.32,136.2
Delhi,370.17,228,Small,2020-07-14,25,Paneer,Warana,397.33,103.54,20909.69,293,Polythene Packet,2021-05-20,2024-10-11,231,138.94,101830.29,Uttar Pradesh,Online,375,25.39,100.88
Maharashtra,270.39,479,Large,2021-05-27,36,Cheese,Dynamix Dairies,496.64,104.31,54974.93,330,Tetra Pack,2023-12-27,2025-01-20,588,130.41,33151.71,Karnataka,Retail,449,30.66,148.03
Telangana,746.85,84,Medium,2023-11-25,15,Buttermilk,Palle2patnam,603.69,67.97,77399.85,50,Refrigerated,2023-09-15,2024-01-23,404,91.65,96867.7,Chandigarh,Retail,233,33.93,83.76
Haryana,161.82,180,Medium,2022-11-14,43,Butter,Parag Milk Foods,295.24,197.33,67555.31,315,Polythene Packet,2021-05-16,2024-07-23,272,52.19,3123.59,Telangana,Retail,1321,73.81,95.99
Rajasthan,514.2,424,Small,2019-09-10,10,Milk,Raj,54.91,112.19,87358.39,75,Ambient,2020-10-21,2024-06-18,320,140.17,138985.1,Rajasthan,Wholesale,1239,30.39,181.06
West Bengal,146.27,136,Medium,2020-07-26,23,Milk,Parag Milk Foods,764.54,67.28,44820.27,81,Refrigerated,2022-02-28,2024-08-31,429,30.01,33628.45,Haryana,Wholesale,113,92.81,169.43
Jharkhand,631.89,215,Large,2023-12-18,31,Butter,Mother Dairy,951.2,82.8,81923.54,312,Tetra Pack,2023-01-15,2024-11-10,437,54.66,169269.48,Chandigarh,Online,611,15.47,193.49
Maharashtra,711.63,206,Medium,2023-02-02,49,Buttermilk,Raj,841.94,33.14,70114.63,14,Frozen,2022-02-25,2024-04-12,977,87.66,177987.97,Maharashtra,Retail,1375,4.76,129.92
Chandigarh,295.54,351,Medium,2019-09-03,39,Buttermilk,Warana,150.47,60.27,54052.75,183,Tetra Pack,2022-07-03,2024-08-23,764,117.05,144879.8,Kerala,Online,385,62.64,175.45
Delhi,763.69,120,Small,2020-05-09,19,Milk,Mother Dairy,563.54,41.51,73856.63,16,Frozen,2019-04-18,2025-11-28,995,81.36,77195.89,Kerala,Wholesale,143,56.36,192.85
Gujarat,992.95,376,Medium,2023-06-21,1,Yogurt,Parag Milk Foods,394.77,84.89,89518.58,199,Frozen,2022-04-06,2024-03-18,255,105.49,144575.69,Bihar,Retail,492,40.63,189.08
Gujarat,185.98,217,Small,2022-01-31,19,Lassi,Mother Dairy,497.58,95.49,60344.61,84,Ambient,2023-07-07,2025-10-08,386,98.51,12986.31,Haryana,Online,969,76.32,103.7
Madhya Pradesh,748.83,382,Large,2020-08-19,34,Butter,Warana,880.26,37.3,32530.85,23,Frozen,2020-09-16,2025-07-25,152,99.28,172223.87,Telangana,Wholesale,652,80.37,49.8
Maharashtra,505.99,433,Small,2021-10-24,16,Ice Cream,Mother Dairy,717.35,83.73,44803.03,81,Polythene Packet,2022-07-28,2025-09-29,525,92.92,1473.98,Madhya Pradesh,Online,624,59.56,90.95
Kerala,278.33,100,Large,2021-12-06,23,Ice Cream,Warana,581.9,162.94,45916.14,330,Frozen,2023-06-16,2024-05-17,135,30.0,1941.89,Delhi,Wholesale,998,41.44,177.92
Kerala,711.84,130,Large,2019-08-23,7,Butter,Mother Dairy,50.5,163.18,27720.33,54,Frozen,2021-02-16,2025-04-05,149,111.91,110483.78,Bihar,Online,874,37.68,109.09
Haryana,717.31,40,Medium,2021-02-09,45,Butter,Raj,237.11,45.38,17587.0,129,Tetra Pack,2020-04-17,2024-11-14,983,32.18,97588.03,Tamil Nadu,Online,159,58.63,190.76
Rajasthan,366.99,472,Small,2019-07-14,22,Yogurt,Mother Dairy,407.85,72.73,19905.87,26,Ambient,2023-12-14,2025-06-22,692,134.51,28952.35,Rajasthan,Online,149,31.4,198.6
Uttar Pradesh,160.57,139,Large,2023-08-14,36,Paneer,Dodla Dairy,282.94,60.8,54054.81,323,Ambient,2023-05-26,2024-07-12,646,172.79,30053.43,Kerala,Online,122,75.97,20.34
Telangana,519.35,215,Medium,2020-04-30,9,Lassi,Amul,343.45,62.5,33393.99,125,Frozen,2021-05-17,2024-01-20,316,41.85,77097.76,Kerala,Wholesale,1190,63.18,123.65
Chandigarh,392.58,83,Medium,2020-08-24,5,Cheese,Raj,128.4,90.73,44028.66,331,Polythene Packet,2023-07-05,2024-07-10,149,120.44,152268.92,Kerala,Online,667,38.86,58.11
Rajasthan,108.55,175,Small,2019-10-02,42,Butter,Passion Cheese,301.2,175.21,72437.17,200,Tetra Pack,2022-12-05,2025-04-10,532,87.39,20002.61,Tamil Nadu,Retail,436,83.05,154.63
Jharkhand,375.54,46,Large,2021-06-20,25,Yogurt,Dodla Dairy,877.26,171.85,92352.42,317,Ambient,2019-12-03,2024-08-02,20,39.03,186874.72,Uttar Pradesh,Retail,562,37.99,72.54
Rajasthan,225.15,322,Small,2023-03-12,3,Curd,Warana,735.31,35.29,76521.87,293,Refrigerated,2020-04-23,2025-06-02,555,46.01,14696.74,Kerala,Retail,459,54.15,106.43
Jharkhand,107.34,174,Small,2019-10-21,24,Buttermilk,Parag Milk Foods,562.12,163.24,87786.31,183,Polythene Packet,2020-08-03,2025-07-25,438,87.16,133532.34,Tamil Nadu,Wholesale,366,46.74,176.11
Madhya Pradesh,213.33,402,Medium,2021-08-04,32,Lassi,Warana,686.99,112.2,83285.47,229,Frozen,2023-11-03,2024-05-26,96,148.91,162267.15,Telangana,Retail,671,77.97,151.9
Haryana,124.56,34,Large,2023-02-06,14,Curd,Amul,644.71,156.31,29642.85,112,Frozen,2020-03-28,2025-05-27,930,97.25,116338.97,Tamil Nadu,Online,265,63.51,134.59
Haryana,626.71,299,Large,2019-03-12,18,Ice Cream,Raj,330.23,136.72,9371.12,147,Ambient,2023-01-05,2025-01-20,136,89.0,192272.34,Maharashtra,Retail,1154,95.96,13.66
Haryana,309.1,152,Medium,2020-02-14,16,Lassi,Passion Cheese,877.09,34.92,60046.92,226,Ambient,2020-04-11,2025-10-03,762,52.94,166748.75,West Bengal,Retail,121,89.62,4.81
Gujarat,743.72,227,Medium,2022-09-30,23,Lassi,Mother Dairy,480.32,57.26,65701.64,98,Tetra Pack,2019-03-11,2025-01-07,767,138.59,35655.92,Tamil Nadu,Wholesale,767,74.07,182.27
Madhya Pradesh,911.97,440,Medium,2021-10-05,5,Ice Cream,Palle2patnam,659.11,191.96,56956.14,192,Tetra Pack,2019-03-31,2024-09-13,501,23.4,148513.73,Uttar Pradesh,Online,84,42.1,43.49
Bihar,551.55,243,Small,2021-04-16,35,Buttermilk,Dodla Dairy,498.42,157.34,46927.15,294,Refrigerated,2022-06-20,2025-10-24,447,59.12,87084.13,Karnataka,Online,955,7.31,18.25
Haryana,76.6,150,Large,2022-07-27,29,Cheese,Raj,653.48,126.1,55173.91,183,Frozen,2021-09-08,2025-10-16,7,51.89,8772.52,Delhi,Wholesale,552,44.69,144.73
Gujarat,977.74,13,Medium,2023-04-10,35,Buttermilk,Britannia Industries,922.67,156.35,4189.02,89,Frozen,2020-11-24,2025-08-07,536,24.49,87029.04,Rajasthan,Retail,1146,9.92,96.27
Karnataka,189.35,370,Small,2019-06-05,7,Cheese,Dynamix Dairies,973.61,84.99,36945.22,172,Frozen,2022-08-18,2024-10-27,288,171.78,177492.17,Gujarat,Retail,1343,4.83,12.44
Rajasthan,594.94,109,Medium,2021-08-04,5,Milk,Raj,378.89,82.41,83932.73,301,Ambient,2019-09-11,2024-05-08,621,178.96,179487.26,Gujarat,Wholesale,1215,58.95,7.27
Haryana,315.14,262,Large,2020-07-30,1,Cheese,Dynamix Dairies,445.63,30.49,15411.4,210,Ambient,2021-05-05,2025-08-24,21,40.05,166800.91,Bihar,Retail,1379,83.37,88.37
Uttar Pradesh,385.83,139,Large,2023-07-05,13,Lassi,Palle2patnam,551.55,71.91,56305.1,45,Polythene Packet,2021-07-17,2024-09-20,17,63.96,188702.64,Karnataka,Retail,1321,7.86,170.99
Madhya Pradesh,165.89,54,Large,2023-06-06,17,Ghee,Sudha,136.95,79.19,91729.29,24,Frozen,2020-10-07,2025-09-03,632,164.52,153341.06,Gujarat,Wholesale,104,73.98,132.84
Karnataka,173.1,41,Medium,2021-06-08,13,Ice Cream,Warana,299.37,143.42,51089.96,253,Tetra Pack,2021-02-23,2025-02-24,7,106.33,65979.34,Telangana,Wholesale,1083,64.97,87.63
Chandigarh,536.94,110,Small,2019-01-21,27,Ghee,Raj,261.4,166.39,50802.69,340,Polythene Packet,2020-08-18,2024-06-04,927,103.73,60818.59,Bihar,Wholesale,31,53.0,74.53
Jharkhand,72.0,57,Medium,2019-03-21,32,Curd,Amul,464.2,165.85,31448.48,14,Tetra Pack,2020-06-24,2024-11-01,397,131.79,187210.5,Karnataka,Online,176,84.96,169.77
Chandigarh,748.98,309,Large,2019-12-05,43,Curd,Mother Dairy,426.71,45.44,92977.0,262,Polythene Packet,2020-02-18,2025-03-24,269,153.99,43003.42,Tamil Nadu,Wholesale,2,65.62,8.01
Bihar,762.1,495,Small,2021-06-23,43,Buttermilk,Palle2patnam,671.85,189.58,86598.66,344,Polythene Packet,2021-07-29,2025-11-15,819,45.38,88312.57,West Bengal,Retail,115,7.58,135.06
Maharashtra,195.4,78,Small,2021-10-24,1,Milk,Dynamix Dairies,711.1,125.57,14376.72,97,Tetra Pack,2021-12-15,2025-05-08,270,49.22,8807.11,Delhi,Online,1296,32.26,197.06
Jharkhand,639.45,155,Small,2021-01-03,1,Paneer,Dodla Dairy,518.18,111.24,96714.74,185,Refrigerated,2019-01-22,2024-11-08,311,89.65,59431.58,Haryana,Wholesale,114,15.01,76.01
Rajasthan,77.51,244,Medium,2023-01-19,46,Buttermilk,Passion Cheese,550.91,73.26,16361.21,64,Refrigerated,2021-10-19,2024-12-07,104,70.96,81920.82,Kerala,Online,1171,23.59,143.36
West Bengal,325.02,300,Small,2023-07-13,17,Cheese,Britannia Industries,278.22,142.22,51543.0,243,Tetra Pack,2021-12-29,2024-10-16,709,90.8,79625.79,Karnataka,Retail,491,56.82,127.66
Haryana,545.67,196,Large,2023-12-16,17,Paneer,Amul,130.05,24.09,7075.77,288,Tetra Pack,2022-04-20,2025-01-22,47,96.64,169408.43,Telangana,Online,903,97.97,85.44
Gujarat,929.96,175,Large,2022-08-10,2,Buttermilk,Warana,820.43,31.67,10391.41,224,Refrigerated,2020-10-24,2025-06-27,664,42.69,43372.75,Haryana,Online,1013,9.79,18.75
Uttar Pradesh,191.62,215,Large,2020-03-29,44,Cheese,Amul,904.04,171.05,33079.14,5,Ambient,2023-03-27,2024-07-14,108,23.01,38926.0,Telangana,Retail,225,85.63,52.86
Jharkhand,945.67,243,Small,2021-08-31,48,Ice Cream,Parag Milk Foods,100.24,66.01,11610.18,75,Refrigerated,2020-08-07,2025-08-13,803,82.46,26545.81,Tamil Nadu,Retail,1018,94.98,42.78
Chandigarh,261.8,58,Medium,2020-02-06,19,Milk,Mother Dairy,996.02,185.53,48255.41,348,Frozen,2020-01-12,2024-05-27,650,22.14,197833.78,Chandigarh,Retail,941,84.57,193.82
Kerala,802.99,432,Medium,2021-07-03,17,Ice Cream,Dodla Dairy,747.6,179.36,21141.45,273,Frozen,2019-12-13,2025-03-29,525,38.32,169049.07,Madhya Pradesh,Online,384,83.99,46.29
Chandigarh,523.38,43,Small,2023-04-01,46,Ice Cream,Sudha,65.12,150.74,25379.16,93,Ambient,2023-12-23,2024-12-16,907,56.78,28232.33,Karnataka,Wholesale,152,41.52,95.27
Karnataka,129.96,28,Large,2023-07-14,40,Buttermilk,Parag Milk Foods,79.59,137.64,51116.03,211,Ambient,2023-06-01,2024-04-02,358,131.3,85537.24,Madhya Pradesh,Retail,372,20.3,98.91
West Bengal,835.18,246,Large,2020-05-31,6,Lassi,Palle2patnam,846.31,192.78,31124.75,153,Tetra Pack,2020-06-29,2024-04-15,530,179.23,86852.33,Jharkhand,Retail,1484,73.57,2.98
Karnataka,773.17,280,Medium,2021-06-15,43,Butter,Dodla Dairy,85.06,133.71,85787.51,101,Frozen,2021-06-10,2024-06-17,921,21.47,115402.14,Karnataka,Online,1284,9.19,184.78
Karnataka,465.49,381,Medium,2022-09-19,35,Curd,Palle2patnam,504.16,75.93,52677.01,349,Ambient,2021-11-02,2025-09-23,237,129.51,63228.25,Uttar Pradesh,Online,1012,21.14,77.6
West Bengal,670.48,387,Large,2022-02-22,16,Milk,Palle2patnam,913.66,58.29,71443.58,17,Refrigerated,2019-04-17,2024-10-18,897,36.55,122827.34,Tamil Nadu,Wholesale,1019,33.76,6.59
Madhya Pradesh,913.89,53,Large,2020-03-29,19,Buttermilk,Amul,65.83,52.11,73989.74,42,Refrigerated,2021-02-07,2025-06-30,686,115.75,183080.73,Telangana,Wholesale,359,35.93,117.52
